milliseconds,null,Input,null,null,null,(null = no Control)
478204,1000.00,542.00,-117324839.00,458.00,-117324839.00,458.00
478210,1000.00,544.00,-117326217.00,456.00,-117326217.00,456.00
478215,1000.00,542.00,-117327581.00,458.00,-117327581.00,458.00
478221,1000.00,543.00,-117328957.00,457.00,-117328957.00,457.00
478226,1000.00,547.00,-117330336.00,453.00,-117330336.00,453.00
478232,1000.00,543.00,-117331687.00,457.00,-117331687.00,457.00
478238,1000.00,542.00,-117333056.00,458.00,-117333056.00,458.00
478243,1000.00,541.00,-117334428.00,459.00,-117334428.00,459.00
478249,1000.00,541.00,-117335805.00,459.00,-117335805.00,459.00
478254,1000.00,541.00,-117337182.00,459.00,-117337182.00,459.00
478260,1000.00,543.00,-117338563.00,457.00,-117338563.00,457.00
478265,1000.00,543.00,-117339934.00,457.00,-117339934.00,457.00
478271,1000.00,543.00,-117341305.00,457.00,-117341305.00,457.00
478277,1000.00,541.00,-117342672.00,459.00,-117342672.00,459.00
478282,1000.00,542.00,-117344051.00,458.00,-117344051.00,458.00
478288,1000.00,543.00,-117345427.00,457.00,-117345427.00,457.00
478293,1000.00,545.00,-117346802.00,455.00,-117346802.00,455.00
478299,1000.00,543.00,-117348163.00,457.00,-117348163.00,457.00
478304,1000.00,542.00,-117349532.00,458.00,-117349532.00,458.00
478310,1000.00,544.00,-117350910.00,456.00,-117350910.00,456.00
478316,1000.00,542.00,-117352274.00,458.00,-117352274.00,458.00
478321,1000.00,544.00,-117353652.00,456.00,-117353652.00,456.00
478327,1000.00,541.00,-117355014.00,459.00,-117355014.00,459.00
478332,1000.00,545.00,-117356399.00,455.00,-117356399.00,455.00
478338,1000.00,544.00,-117357762.00,456.00,-117357762.00,456.00
478343,1000.00,543.00,-117359128.00,457.00,-117359128.00,457.00
478349,1000.00,544.00,-117360501.00,456.00,-117360501.00,456.00
478355,1000.00,544.00,-117361869.00,456.00,-117361869.00,456.00
478360,1000.00,542.00,-117363233.00,458.00,-117363233.00,458.00
478366,1000.00,540.00,-117364603.00,460.00,-117364603.00,460.00
478371,1000.00,543.00,-117365989.00,457.00,-117365989.00,457.00
478377,1000.00,541.00,-117367356.00,459.00,-117367356.00,459.00
478382,1000.00,545.00,-117368741.00,455.00,-117368741.00,455.00
478388,1000.00,543.00,-117370102.00,457.00,-117370102.00,457.00
478394,1000.00,543.00,-117371473.00,457.00,-117371473.00,457.00
478399,1000.00,544.00,-117372846.00,456.00,-117372846.00,456.00
478405,1000.00,543.00,-117374212.00,457.00,-117374212.00,457.00
478410,1000.00,543.00,-117375583.00,457.00,-117375583.00,457.00
478416,1000.00,545.00,-117376958.00,455.00,-117376958.00,455.00
478421,1000.00,544.00,-117378321.00,456.00,-117378321.00,456.00
478427,1000.00,545.00,-117379691.00,455.00,-117379691.00,455.00
478433,1000.00,542.00,-117381050.00,458.00,-117381050.00,458.00
478438,1000.00,543.00,-117382426.00,457.00,-117382426.00,457.00
478444,1000.00,538.00,-117383787.00,462.00,-117383787.00,462.00
478449,1000.00,545.00,-117385187.00,455.00,-117385187.00,455.00
478455,1000.00,541.00,-117386544.00,459.00,-117386544.00,459.00
478460,1000.00,542.00,-117387923.00,458.00,-117387923.00,458.00
478466,1000.00,546.00,-117389305.00,454.00,-117389305.00,454.00
478472,1000.00,541.00,-117390657.00,459.00,-117390657.00,459.00
478477,1000.00,543.00,-117392038.00,457.00,-117392038.00,457.00
478483,1000.00,539.00,-117393401.00,461.00,-117393401.00,461.00
478488,1000.00,541.00,-117394788.00,459.00,-117394788.00,459.00
478494,1000.00,543.00,-117396169.00,457.00,-117396169.00,457.00
478499,1000.00,544.00,-117397542.00,456.00,-117397542.00,456.00
478505,1000.00,544.00,-117398910.00,456.00,-117398910.00,456.00
478511,1000.00,540.00,-117400270.00,460.00,-117400270.00,460.00
478516,1000.00,546.00,-117401662.00,454.00,-117401662.00,454.00
478522,1000.00,541.00,-117403014.00,459.00,-117403014.00,459.00
478527,1000.00,544.00,-117404397.00,456.00,-117404397.00,456.00
478533,1000.00,542.00,-117405761.00,458.00,-117405761.00,458.00
478538,1000.00,543.00,-117407137.00,457.00,-117407137.00,457.00
478544,1000.00,540.00,-117408502.00,460.00,-117408502.00,460.00
478550,1000.00,541.00,-117409884.00,459.00,-117409884.00,459.00
478555,1000.00,543.00,-117411265.00,457.00,-117411265.00,457.00
478561,1000.00,539.00,-117412628.00,461.00,-117412628.00,461.00
478566,1000.00,543.00,-117414019.00,457.00,-117414019.00,457.00
478572,1000.00,539.00,-117415382.00,461.00,-117415382.00,461.00
478577,1000.00,542.00,-117416771.00,458.00,-117416771.00,458.00
478583,1000.00,543.00,-117418147.00,457.00,-117418147.00,457.00
478589,1000.00,540.00,-117419512.00,460.00,-117419512.00,460.00
478594,1000.00,544.00,-117420900.00,456.00,-117420900.00,456.00
478600,1000.00,543.00,-117422266.00,457.00,-117422266.00,457.00
478605,1000.00,542.00,-117423635.00,458.00,-117423635.00,458.00
478611,1000.00,544.00,-117425013.00,456.00,-117425013.00,456.00
478616,1000.00,544.00,-117426381.00,456.00,-117426381.00,456.00
478622,1000.00,540.00,-117427741.00,460.00,-117427741.00,460.00
478628,1000.00,542.00,-117429125.00,458.00,-117429125.00,458.00
478633,1000.00,541.00,-117430497.00,459.00,-117430497.00,459.00
478639,1000.00,542.00,-117431876.00,458.00,-117431876.00,458.00
478644,1000.00,543.00,-117433252.00,457.00,-117433252.00,457.00
478650,1000.00,543.00,-117434623.00,457.00,-117434623.00,457.00
478655,1000.00,542.00,-117435992.00,458.00,-117435992.00,458.00
478661,1000.00,540.00,-117437362.00,460.00,-117437362.00,460.00
478667,1000.00,540.00,-117438742.00,460.00,-117438742.00,460.00
478672,1000.00,542.00,-117440126.00,458.00,-117440126.00,458.00
478678,1000.00,541.00,-117441498.00,459.00,-117441498.00,459.00
478683,1000.00,542.00,-117442877.00,458.00,-117442877.00,458.00
478689,1000.00,545.00,-117444257.00,455.00,-117444257.00,455.00
478694,1000.00,540.00,-117445612.00,460.00,-117445612.00,460.00
478700,1000.00,540.00,-117446992.00,460.00,-117446992.00,460.00
478706,1000.00,539.00,-117448370.00,461.00,-117448370.00,461.00
478711,1000.00,544.00,-117449763.00,456.00,-117449763.00,456.00
478717,1000.00,542.00,-117451127.00,458.00,-117451127.00,458.00
478722,1000.00,544.00,-117452505.00,456.00,-117452505.00,456.00
478728,1000.00,544.00,-117453873.00,456.00,-117453873.00,456.00
478733,1000.00,543.00,-117455239.00,457.00,-117455239.00,457.00
478739,1000.00,542.00,-117456608.00,458.00,-117456608.00,458.00
478745,1000.00,540.00,-117457978.00,460.00,-117457978.00,460.00
478750,1000.00,544.00,-117459366.00,456.00,-117459366.00,456.00
478756,1000.00,540.00,-117460726.00,460.00,-117460726.00,460.00
478761,1000.00,544.00,-117462114.00,456.00,-117462114.00,456.00
478767,1000.00,542.00,-117463478.00,458.00,-117463478.00,458.00
478772,1000.00,543.00,-117464854.00,457.00,-117464854.00,457.00
478778,1000.00,547.00,-117466233.00,453.00,-117466233.00,453.00
478784,1000.00,541.00,-117467580.00,459.00,-117467580.00,459.00
478789,1000.00,545.00,-117468965.00,455.00,-117468965.00,455.00
478795,1000.00,541.00,-117470322.00,459.00,-117470322.00,459.00
478800,1000.00,545.00,-117471707.00,455.00,-117471707.00,455.00
478806,1000.00,544.00,-117473070.00,456.00,-117473070.00,456.00
478811,1000.00,544.00,-117474438.00,456.00,-117474438.00,456.00
478817,1000.00,542.00,-117475802.00,458.00,-117475802.00,458.00
478823,1000.00,541.00,-117477174.00,459.00,-117477174.00,459.00
478828,1000.00,542.00,-117478553.00,458.00,-117478553.00,458.00
478834,1000.00,540.00,-117479923.00,460.00,-117479923.00,460.00
478839,1000.00,543.00,-117481309.00,457.00,-117481309.00,457.00
478845,1000.00,541.00,-117482676.00,459.00,-117482676.00,459.00
478850,1000.00,542.00,-117484055.00,458.00,-117484055.00,458.00
478856,1000.00,546.00,-117485437.00,454.00,-117485437.00,454.00
478862,1000.00,540.00,-117486787.00,460.00,-117486787.00,460.00
478867,1000.00,543.00,-117488173.00,457.00,-117488173.00,457.00
478873,1000.00,540.00,-117489538.00,460.00,-117489538.00,460.00
478878,1000.00,545.00,-117490928.00,455.00,-117490928.00,455.00
478884,1000.00,543.00,-117492289.00,457.00,-117492289.00,457.00
478889,1000.00,545.00,-117493664.00,455.00,-117493664.00,455.00
478895,1000.00,541.00,-117495021.00,459.00,-117495021.00,459.00
478901,1000.00,542.00,-117496400.00,458.00,-117496400.00,458.00
478906,1000.00,544.00,-117497778.00,456.00,-117497778.00,456.00
478912,1000.00,539.00,-117499136.00,461.00,-117499136.00,461.00
478917,1000.00,542.00,-117500525.00,458.00,-117500525.00,458.00
478923,1000.00,544.00,-117501903.00,456.00,-117501903.00,456.00
478928,1000.00,542.00,-117503267.00,458.00,-117503267.00,458.00
478934,1000.00,544.00,-117504645.00,456.00,-117504645.00,456.00
478940,1000.00,541.00,-117506007.00,459.00,-117506007.00,459.00
478945,1000.00,543.00,-117507388.00,457.00,-117507388.00,457.00
478951,1000.00,542.00,-117508757.00,458.00,-117508757.00,458.00
478956,1000.00,543.00,-117510133.00,457.00,-117510133.00,457.00
478962,1000.00,543.00,-117511504.00,457.00,-117511504.00,457.00
478967,1000.00,545.00,-117512879.00,455.00,-117512879.00,455.00
478973,1000.00,543.00,-117514240.00,457.00,-117514240.00,457.00
478979,1000.00,542.00,-117515609.00,458.00,-117515609.00,458.00
478984,1000.00,543.00,-117516985.00,457.00,-117516985.00,457.00
478990,1000.00,540.00,-117518350.00,460.00,-117518350.00,460.00
478995,1000.00,544.00,-117519738.00,456.00,-117519738.00,456.00
479001,1000.00,545.00,-117521108.00,455.00,-117521108.00,455.00
479006,1000.00,545.00,-117522473.00,455.00,-117522473.00,455.00
479012,1000.00,545.00,-117523838.00,455.00,-117523838.00,455.00
479018,1000.00,543.00,-117525199.00,457.00,-117525199.00,457.00
479023,1000.00,544.00,-117526572.00,456.00,-117526572.00,456.00
479029,1000.00,543.00,-117527938.00,457.00,-117527938.00,457.00
479034,1000.00,546.00,-117529315.00,454.00,-117529315.00,454.00
479040,1000.00,545.00,-117530675.00,455.00,-117530675.00,455.00
479045,1000.00,545.00,-117532040.00,455.00,-117532040.00,455.00
479051,1000.00,546.00,-117533407.00,454.00,-117533407.00,454.00
479057,1000.00,545.00,-117534767.00,455.00,-117534767.00,455.00
479062,1000.00,544.00,-117536130.00,456.00,-117536130.00,456.00
479068,1000.00,543.00,-117537496.00,457.00,-117537496.00,457.00
479073,1000.00,545.00,-117538871.00,455.00,-117538871.00,455.00
479079,1000.00,544.00,-117540234.00,456.00,-117540234.00,456.00
479084,1000.00,544.00,-117541602.00,456.00,-117541602.00,456.00
479090,1000.00,544.00,-117542970.00,456.00,-117542970.00,456.00
479096,1000.00,541.00,-117544332.00,459.00,-117544332.00,459.00
479101,1000.00,544.00,-117545715.00,456.00,-117545715.00,456.00
479107,1000.00,539.00,-117547073.00,461.00,-117547073.00,461.00
479112,1000.00,546.00,-117548470.00,454.00,-117548470.00,454.00
479118,1000.00,542.00,-117549824.00,458.00,-117549824.00,458.00
479123,1000.00,547.00,-117551208.00,453.00,-117551208.00,453.00
479129,1000.00,542.00,-117552557.00,458.00,-117552557.00,458.00
479135,1000.00,544.00,-117553935.00,456.00,-117553935.00,456.00
479140,1000.00,546.00,-117555307.00,454.00,-117555307.00,454.00
479146,1000.00,542.00,-117556661.00,458.00,-117556661.00,458.00
479151,1000.00,545.00,-117558041.00,455.00,-117558041.00,455.00
479157,1000.00,544.00,-117559404.00,456.00,-117559404.00,456.00
479162,1000.00,542.00,-117560768.00,458.00,-117560768.00,458.00
479168,1000.00,547.00,-117562152.00,453.00,-117562152.00,453.00
479174,1000.00,543.00,-117563503.00,457.00,-117563503.00,457.00
479179,1000.00,545.00,-117564878.00,455.00,-117564878.00,455.00
479185,1000.00,539.00,-117566231.00,461.00,-117566231.00,461.00
479190,1000.00,544.00,-117567624.00,456.00,-117567624.00,456.00
479196,1000.00,542.00,-117568988.00,458.00,-117568988.00,458.00
479201,1000.00,546.00,-117570370.00,454.00,-117570370.00,454.00
479207,1000.00,543.00,-117571726.00,457.00,-117571726.00,457.00
479213,1000.00,541.00,-117573093.00,459.00,-117573093.00,459.00
479218,1000.00,543.00,-117574474.00,457.00,-117574474.00,457.00
479224,1000.00,541.00,-117575841.00,459.00,-117575841.00,459.00
479229,1000.00,542.00,-117577220.00,458.00,-117577220.00,458.00
479235,1000.00,544.00,-117578598.00,456.00,-117578598.00,456.00
479240,1000.00,546.00,-117579970.00,454.00,-117579970.00,454.00
479246,1000.00,544.00,-117581328.00,456.00,-117581328.00,456.00
479252,1000.00,542.00,-117582692.00,458.00,-117582692.00,458.00
479257,1000.00,546.00,-117584074.00,454.00,-117584074.00,454.00
479263,1000.00,542.00,-117585428.00,458.00,-117585428.00,458.00
479268,1000.00,544.00,-117586806.00,456.00,-117586806.00,456.00
479274,1000.00,543.00,-117588172.00,457.00,-117588172.00,457.00
479279,1000.00,543.00,-117589543.00,457.00,-117589543.00,457.00
479285,1000.00,543.00,-117590914.00,457.00,-117590914.00,457.00
479291,1000.00,542.00,-117592283.00,458.00,-117592283.00,458.00
479296,1000.00,545.00,-117593663.00,455.00,-117593663.00,455.00
479302,1000.00,542.00,-117595022.00,458.00,-117595022.00,458.00
479307,1000.00,546.00,-117596404.00,454.00,-117596404.00,454.00
479313,1000.00,544.00,-117597762.00,456.00,-117597762.00,456.00
479318,1000.00,544.00,-117599130.00,456.00,-117599130.00,456.00
479324,1000.00,545.00,-117600500.00,455.00,-117600500.00,455.00
479330,1000.00,543.00,-117601861.00,457.00,-117601861.00,457.00
479335,1000.00,546.00,-117603238.00,454.00,-117603238.00,454.00
479341,1000.00,539.00,-117604586.00,461.00,-117604586.00,461.00
479346,1000.00,548.00,-117605987.00,452.00,-117605987.00,452.00
479352,1000.00,545.00,-117607337.00,455.00,-117607337.00,455.00
479357,1000.00,544.00,-117608700.00,456.00,-117608700.00,456.00
479363,1000.00,546.00,-117610072.00,454.00,-117610072.00,454.00
479369,1000.00,544.00,-117611430.00,456.00,-117611430.00,456.00
479374,1000.00,544.00,-117612798.00,456.00,-117612798.00,456.00
479380,1000.00,544.00,-117614166.00,456.00,-117614166.00,456.00
479385,1000.00,542.00,-117615530.00,458.00,-117615530.00,458.00
479391,1000.00,542.00,-117616904.00,458.00,-117616904.00,458.00
479396,1000.00,543.00,-117618280.00,457.00,-117618280.00,457.00
479402,1000.00,547.00,-117619659.00,453.00,-117619659.00,453.00
479408,1000.00,545.00,-117621014.00,455.00,-117621014.00,455.00
479413,1000.00,542.00,-117622373.00,458.00,-117622373.00,458.00
479419,1000.00,540.00,-117623743.00,460.00,-117623743.00,460.00
479424,1000.00,543.00,-117625129.00,457.00,-117625129.00,457.00
479430,1000.00,543.00,-117626500.00,457.00,-117626500.00,457.00
479435,1000.00,544.00,-117627873.00,456.00,-117627873.00,456.00
479441,1000.00,543.00,-117629239.00,457.00,-117629239.00,457.00
479447,1000.00,542.00,-117630608.00,458.00,-117630608.00,458.00
479452,1000.00,543.00,-117631984.00,457.00,-117631984.00,457.00
479458,1000.00,538.00,-117633345.00,462.00,-117633345.00,462.00
479463,1000.00,544.00,-117634743.00,456.00,-117634743.00,456.00
479469,1000.00,541.00,-117636105.00,459.00,-117636105.00,459.00
479474,1000.00,543.00,-117637486.00,457.00,-117637486.00,457.00
479480,1000.00,544.00,-117638859.00,456.00,-117638859.00,456.00
479486,1000.00,542.00,-117640223.00,458.00,-117640223.00,458.00
479491,1000.00,544.00,-117641601.00,456.00,-117641601.00,456.00
479497,1000.00,541.00,-117642963.00,459.00,-117642963.00,459.00
479502,1000.00,544.00,-117644346.00,456.00,-117644346.00,456.00
479508,1000.00,543.00,-117645712.00,457.00,-117645712.00,457.00
479513,1000.00,546.00,-117647089.00,454.00,-117647089.00,454.00
479519,1000.00,545.00,-117648449.00,455.00,-117648449.00,455.00
479525,1000.00,539.00,-117649802.00,461.00,-117649802.00,461.00
479530,1000.00,546.00,-117651199.00,454.00,-117651199.00,454.00
479536,1000.00,541.00,-117652551.00,459.00,-117652551.00,459.00
479541,1000.00,543.00,-117653932.00,457.00,-117653932.00,457.00
479547,1000.00,544.00,-117655305.00,456.00,-117655305.00,456.00
479552,1000.00,542.00,-117656669.00,458.00,-117656669.00,458.00
479558,1000.00,543.00,-117658045.00,457.00,-117658045.00,457.00
479564,1000.00,544.00,-117659418.00,456.00,-117659418.00,456.00
479569,1000.00,545.00,-117660788.00,455.00,-117660788.00,455.00
479575,1000.00,541.00,-117662145.00,459.00,-117662145.00,459.00
479580,1000.00,544.00,-117663528.00,456.00,-117663528.00,456.00
479586,1000.00,545.00,-117664898.00,455.00,-117664898.00,455.00
479591,1000.00,543.00,-117666259.00,457.00,-117666259.00,457.00
479597,1000.00,544.00,-117667632.00,456.00,-117667632.00,456.00
479603,1000.00,541.00,-117668994.00,459.00,-117668994.00,459.00
479608,1000.00,545.00,-117670379.00,455.00,-117670379.00,455.00
479614,1000.00,544.00,-117671742.00,456.00,-117671742.00,456.00
479619,1000.00,541.00,-117673104.00,459.00,-117673104.00,459.00
479625,1000.00,544.00,-117674487.00,456.00,-117674487.00,456.00
479630,1000.00,545.00,-117675857.00,455.00,-117675857.00,455.00
479636,1000.00,545.00,-117677222.00,455.00,-117677222.00,455.00
479642,1000.00,542.00,-117678581.00,458.00,-117678581.00,458.00
479647,1000.00,543.00,-117679957.00,457.00,-117679957.00,457.00
479653,1000.00,539.00,-117681320.00,461.00,-117681320.00,461.00
479658,1000.00,544.00,-117682713.00,456.00,-117682713.00,456.00
479664,1000.00,544.00,-117684081.00,456.00,-117684081.00,456.00
479669,1000.00,542.00,-117685445.00,458.00,-117685445.00,458.00
479675,1000.00,545.00,-117686825.00,455.00,-117686825.00,455.00
479681,1000.00,540.00,-117688180.00,460.00,-117688180.00,460.00
479686,1000.00,543.00,-117689566.00,457.00,-117689566.00,457.00
479692,1000.00,539.00,-117690929.00,461.00,-117690929.00,461.00
479697,1000.00,544.00,-117692322.00,456.00,-117692322.00,456.00
479703,1000.00,543.00,-117693688.00,457.00,-117693688.00,457.00
479708,1000.00,542.00,-117695057.00,458.00,-117695057.00,458.00
479714,1000.00,544.00,-117696435.00,456.00,-117696435.00,456.00
479720,1000.00,543.00,-117697801.00,457.00,-117697801.00,457.00
479725,1000.00,541.00,-117699168.00,459.00,-117699168.00,459.00
479731,1000.00,542.00,-117700547.00,458.00,-117700547.00,458.00
479736,1000.00,546.00,-117701929.00,454.00,-117701929.00,454.00
479742,1000.00,544.00,-117703287.00,456.00,-117703287.00,456.00
479747,1000.00,545.00,-117704657.00,455.00,-117704657.00,455.00
479753,1000.00,543.00,-117706018.00,457.00,-117706018.00,457.00
479759,1000.00,541.00,-117707385.00,459.00,-117707385.00,459.00
479764,1000.00,543.00,-117708766.00,457.00,-117708766.00,457.00
479770,1000.00,540.00,-117710131.00,460.00,-117710131.00,460.00
479775,1000.00,545.00,-117711521.00,455.00,-117711521.00,455.00
479781,1000.00,543.00,-117712882.00,457.00,-117712882.00,457.00
479786,1000.00,544.00,-117714255.00,456.00,-117714255.00,456.00
479792,1000.00,542.00,-117715619.00,458.00,-117715619.00,458.00
479798,1000.00,542.00,-117716993.00,458.00,-117716993.00,458.00
479803,1000.00,544.00,-117718371.00,456.00,-117718371.00,456.00
479809,1000.00,542.00,-117719735.00,458.00,-117719735.00,458.00
479814,1000.00,542.00,-117721109.00,458.00,-117721109.00,458.00
479820,1000.00,542.00,-117722483.00,458.00,-117722483.00,458.00
479825,1000.00,543.00,-117723859.00,457.00,-117723859.00,457.00
479831,1000.00,544.00,-117725232.00,456.00,-117725232.00,456.00
